INFO:root:+ ----------------------------------------------------------------- +
INFO:root:Question: what does jamaican people speak
INFO:root:Topic Entity: m.03_r3
INFO:root:True Path: location.country.languages_spoken
INFO:root:True answer: ['m.01428y', 'm.04ygk0'],  Labels: ['Jamaican English', 'Jamaican Patois']
INFO:root:ans_labels ['The Old Curiosity Shop', 'The Old Curiosity Shop', 'Oliver Twist', 'Oliver Twist', 'Oliver Twist', 'Oliver Twist', 'Oliver Twist', 'Oliver Twist', 'Oliver Twist', 'Oliver Twist', 'Oliver Twist', 'Oliver Twist', 'Oliver Twist', 'The Life and Adventures of Nicholas Nickleby', 'The Life and Adventures of Nicholas Nickleby', 'Oliver Twist', 'Oliver Twist', 'Oliver Twist', 'Oliver Twist', 'Oliver Twist', 'Oliver Twist', 'Oliver Twist', 'The Cricket on the Hearth', 'The Cricket on the Hearth', 'Our Mutual Friend', 'Our Mutual Friend', 'Our Mutual Friend', 'Our Mutual Friend', 'Our Mutual Friend', 'Our Mutual Friend', 'Our Mutual Friend', 'The Old Curiosity Shop', 'The Old Curiosity Shop', 'The Old Curiosity Shop', 'The Old Curiosity Shop', 'The Old Curiosity Shop', 'Bleak House', 'Hard Times (novel)', 'Hard Times (novel)', 'Hard Times (novel)', 'Bleak House', 'Bleak House', 'Bleak House', 'Hard Times (novel)', 'Bleak House', 'Bleak House', 'Bleak House', 'Hard Times (novel)', 'Bleak House', 'Hard Times (novel)', 'Bleak House', 'Bleak House', 'Bleak House', 'Hard Times (novel)', 'Great Expectations', 'Great Expectations', 'Great Expectations', 'Great Expectations', 'Great Expectations', 'Great Expectations', 'Great Expectations', 'Great Expectations', 'Great Expectations', 'Great Expectations', 'Great Expectations', 'Great Expectations', 'Great Expectations', 'Great Expectations', 'Great Expectations', 'Great Expectations', 'Great Expectations', 'Hard Times (novel)', 'Hard Times (novel)', 'Hard Times (novel)', 'Hard Times (novel)', 'Great Expectations', 'Great Expectations', 'Great Expectations', 'Bleak House', 'Bleak House', 'Bleak House', 'Great Expectations', 'Great Expectations', 'Great Expectations', 'Great Expectations', 'Great Expectations', 'Great Expectations', 'Great Expectations', 'Great Expectations', 'Great Expectations', 'Great Expectations', 'The Mystery of Edwin Drood', 'The Mystery of Edwin Drood', 'The Mystery of Edwin Drood', 'The Mystery of Edwin Drood', 'The Mystery of Edwin Drood', 'The Mystery of Edwin Drood', 'The Mystery of Edwin Drood', 'The Mystery of Edwin Drood', 'The Mystery of Edwin Drood', 'The Mystery of Edwin Drood', 'David Copperfield', 'David Copperfield', 'David Copperfield', 'David Copperfield', 'David Copperfield', 'David Copperfield', 'David Copperfield', 'David Copperfield', 'David Copperfield', 'David Copperfield', 'David Copperfield', 'The Pickwick Papers', 'The Pickwick Papers', 'The Pickwick Papers', 'The Pickwick Papers', 'David Copperfield', 'David Copperfield', 'David Copperfield', 'David Copperfield', 'Little Dorrit', 'Little Dorrit', 'Little Dorrit', 'Little Dorrit', 'Little Dorrit', 'Little Dorrit', 'Little Dorrit', 'Little Dorrit', 'Little Dorrit', 'Sketches by Boz', 'Sketches by Boz', 'Sketches by Boz', 'Martin Chuzzlewit', 'Martin Chuzzlewit', 'Martin Chuzzlewit', 'Martin Chuzzlewit', 'Martin Chuzzlewit', 'Martin Chuzzlewit', 'Martin Chuzzlewit', 'Martin Chuzzlewit', 'Dombey and Son', 'Dombey and Son', 'Dombey and Son', 'Dombey and Son', 'Dombey and Son', 'Dombey and Son', 'Dombey and Son', 'Dombey and Son', 'A Christmas Carol', 'A Christmas Carol', 'A Christmas Carol', 'A Christmas Carol', 'A Christmas Carol', 'A Christmas Carol', 'A Christmas Carol', 'A Christmas Carol', 'A Christmas Carol', 'A Christmas Carol', 'A Christmas Carol', 'A Christmas Carol', 'A Christmas Carol', 'A Christmas Carol', 'A Christmas Carol', 'A Christmas Carol', 'A Christmas Carol', 'A Christmas Carol', 'A Christmas Carol', 'A Christmas Carol', 'A Christmas Carol', 'A Christmas Carol', 'A Christmas Carol', 'A Christmas Carol', 'A Christmas Carol', 'A Christmas Carol (TV Mini Series 2019)', 'A Christmas Carol', 'A Christmas Carol. 5./6. Lernjahr. (Lernmaterialien)', 'A Christmas Carol. 5./6. Lernjahr. (Lernmaterialien)', 'Christmas Carol: Dickens, Charles: 9780140317824', 'A Christmas Carol (Puffin Classics): Dickens, Charles', 'A Christmas Carol (Puffin Classics): Dickens, Charles', 'A Christmas Carol (Puffin Classics): Dickens, Charles', 'Classics Illustrated Christmas Carol, A ()', 'Scholastic Classics A Christmas Carol: Dickens, Charles', 'A Christmas Carol (Apple Classics): Dickens, Charles', 'A Christmas Carol', 'A Christmas Carol', 'A Christmas Carol (Aladdin Classics)', 'A Christmas Carol (Bantam Classics): Dickens, Charles', 'A Christmas Carol (Ladybird Classics): Dickens, Charles', 'A Christmas Carol (A Watermill Classic): Charles Dickens', 'A Christmas Carol (A Watermill Classic): Charles Dickens', 'A Christmas Carol (Bantam Classics): Dickens, Charles', 'A Christmas Carol Large Print by Charles Dickens', 'A Christmas Carol (Radio Theatre)', 'A Christmas Carol (Radio Theatre)', 'A Christmas Carol (Great Stories): Dickens, Charles', 'A Christmas Carol Novel (Differentiated Classics)', 'A Christmas Carol - Om Illustrated Classics', 'A Christmas Carol Audiobook', 'A Christmas Carol (Family Classics)', 'A Christmas Carol Large Print by Charles Dickens', 'A Christmas Carol: Complete & Unabridged', 'A Christmas Carol', 'A Christmas Carol', 'A Christmas Carol (Pacemaker Classic)', 'A Christmas Carol (Tor Classics): Dickens, Charles', 'A Christmas Carol (Pacemaker Classic)', "Oxford Children's Classic: A Christmas Carol", 'A Christmas Carol (Acting Edition for Theater Productions)', "Oxford Children's Classic: A Christmas Carol", 'A Christmas Carol (Illustrated) (1000 Copy Limited Edition)', 'A Christmas Carol', 'UnName_Entity', 'UnName_Entity', 'A Christmas Carol (Enriched Classics)', 'A Christmas Carol (Illustrated Classics)', 'A Christmas Carol (Value Books)', 'A Christmas Carol (Penguin Student Editions)', "A Christmas Carol (Ladybird Children's Classics)", 'A Christmas Carol (Penguin Readers, Level 2)', 'A Christmas Carol (Usborne Young Reading)', 'A Christmas Carol (Read & Listen Books)', 'A Christmas Carol (Through the Magic Window Series)', 'A Christmas Carol (Illustrated Classics (Graphic Novels))', 'A Christmas Carol (Classic Books on Cassettes Collection)', 'A Christmas Carol (Classics for Young Adults and Adults)', 'A Christmas Carol (Green Integer, 50)', "A Christmas Carol (Chrysalis Children's Classics Series)", 'A Christmas Carol (Wordsworth Collection) (Wordsworth Collection)', "A Christmas Carol (Everyman's Library Children's Classics)", 'A Christmas Carol (Dramascripts Classic Texts)', 'UnName_Entity', 'A Christmas Carol (Young Reading Series 2)', 'A Christmas Carol (Penguin Student Editions)', 'A Christmas Carol (Nelson Graded Readers)', 'A Christmas Carol (Oxford Bookworms Library)', 'A Christmas Carol (The Kennett Library)', "A Christmas Carol (Gollancz Children's Classics)", 'UnName_Entity', "A Christmas Carol (Webster's Korean Thesaurus Edition)", 'A Christmas Carol (Classic, Picture, Ladybird)', 'A Christmas Carol (New Longman Literature)', "A Christmas Carol (Children's Theatre Playscript)", 'UnName_Entity', 'Great expectations', 'Great expectations.', 'Great expectations', 'Great Expectations.', 'Great expectations', 'Great expectations', 'A Tale of Two Cities (10 Cassettes)', "A Tale of Two Cities (Student's Novels)", 'A Tale of Two Cities (Oxford Playscripts)', 'A Tale of Two Cities', 'A Tale of Two Cities', 'A Tale of Two Cities', 'A Tale of Two Cities', 'A Tale of Two Cities', 'A Tale of Two Cities', 'A Tale of Two Cities (Soundings)', 'A TALE OF TWO CITIES', 'A Tale of Two Cities', 'A Tale of Two Cities (Dramatized)', 'UnName_Entity', 'A Tale of Two Cities (Puffin Classics)', 'A Tale of Two Cities (Penguin Popular Classics)', 'A Tale of Two Cities (Illustrated Junior Library)', 'A Tale of Two Cities (Prentice Hall Science)', 'A Tale of Two Cities (Penguin Classics)', 'A Tale of Two Cities (Silver Classics)', 'A Tale of Two Cities (Signet Classics)', 'A Tale of Two Cities (Signet Classics)', "A Tale of Two Cities (Everyman's Library (Paper))", 'A Tale of Two Cities (Bantam Classic)', 'A Tale of Two Cities (Classic Retelling)', 'A Tale of Two Cities (Dover Thrift Editions)', 'A Tale of Two Cities (Enriched Classic)', 'A Tale of Two Cities (Paperback Classics)', 'UnName_Entity', 'A Tale of Two Cities (Bantam Classic)', 'A Tale of Two Cities (Courage Literary Classics)', 'A Tale of Two Cities (Saddleback Classics)', 'A Tale of Two Cities (Illustrated Classics)', "A Tale of Two Cities (Collector's Library)", 'A Tale of Two Cities (Cover to Cover Classics)', 'UnName_Entity', 'UnName_Entity', 'A Tale Of Two Cities (Adult Classics)', 'UnName_Entity', 'A Tale of Two Cities (Konemann Classics)', 'A Tale of Two Cities (Wordsworth Classics)', "A Tale of Two Cities (Everyman's Library Classics)", 'A Tale of Two Cities (Naxos AudioBooks)', 'UnName_Entity', 'A Tale of Two Cities (Acting Edition)', 'A Tale of Two Cities (Tor Classics)', 'A Tale of Two Cities (Longman Fiction)', 'A Tale of Two Cities (Progressive English)', 'A Tale of Two Cities (Everyman Paperbacks)', 'A Tale of Two Cities (Piccolo Books)', 'UnName_Entity', 'A Tale of Two Cities (Dramascripts S.)', 'A Tale of Two Cities (Simple English)', 'UnName_Entity', 'A Tale of Two Cities (Adopted Classic)', 'A Tale of Two Cities (Compact English Classics)', 'A Tale of Two Cities (Pacemaker Classics)', 'A Tale of Two Cities (Unabridged Classics)', 'UnName_Entity', 'A Tale of Two Cities (Large Print Edition)', 'A Tale of Two Cities (Clear Print)', 'A Tale of Two Cities (Cyber Classics)', 'A Tale of Two Cities (Cyber Classics)', 'A Tale of Two Cities (Ultimate Classics)', 'A Tale of Two Cities (BBC Audio Series)', 'A Tale of Two Cities (Illustrated Classics)', 'A Tale of Two Cities (Cassette (1 Hr).)', 'A Tale Of Two Cities (Adult Classics in Audio)', 'UnName_Entity', 'A Tale of Two Cities (New Oxford Illustrated Dickens)', 'A Tale of Two Cities (The Greatest Historical Novels)', 'A Tale of Two Cities (Penguin Readers, Level 5)', 'A Tale of Two Cities (Collected Works of Charles Dickens)', 'A Tale of Two Cities (Classic Literature with Classical Music)', 'A Tale of Two Cities (Amsco Literature Program - N 380 ALS)', 'A Tale of Two Cities (Unabridged Classics for High School and Adults)', 'A Tale of Two Cities (Barnes & Noble Classics Series)', 'A Tale of Two Cities (Bookcassette(r) Edition)', "A Tale of Two Cities (Webster's Chinese-Simplified Thesaurus Edition)", 'UnName_Entity', "A Tale of Two Cities (Webster's Italian Thesaurus Edition)", "A Tale of Two Cities (Webster's Chinese-Traditional Thesaurus Edition)", "A Tale of Two Cities (Webster's Portuguese Thesaurus Edition)", 'A Tale of Two Cities (Longman Classics, Stage 2)', 'A Tale of Two Cities (Lake Illustrated Classics, Collection 2)', 'A Tale of Two Cities (Isis Clear Type Classic)', 'A Tale Of Two Cities (Classic Books on Cassettes Collection)', 'A Tale of Two Cities (40th Anniversary Edition)', 'A Tale of Two Cities (Lake Illustrated Classics, Collection 2)', 'A Tale of Two Cities (Unabridged Classics for High School and Adults)', 'A Tale of Two Cities (Unabridged Classics for High School and Adults)'].
INFO:root:			 results: {Yes}. Based on the given knowledge triplets, Charles Dickens wrote several other books including 'The Loving Ballad of Lord Bateman', 'Charles Dickens's letters to Charles Lever', 'Meistererzählungen', 'Stories For Christmas', and 'The complete works'. Therefore, the answer to the question includes these titles.
INFO:root:			 WRONG ANSWER: ['Yes']
INFO:root:			 Total questions: 49 pure_LLM_answers: 14 ToG_answers: 23 Failing_answers: 11 Not_answered: 1 Missing_information: 0 Answer_unknown: 0
INFO:root:		Hits@1: 0.7551020408163265
INFO:root:+ ----------------------------------------------------------------- +
INFO:root:+ ----------------------------------------------------------------- +
INFO:root:Question: who was the first dictator of the soviet union
INFO:root:Topic Entity: m.05vz3zq
INFO:root:True Path: government.governmental_jurisdiction.governing_officials|government.government_position_held.office_holder
INFO:root:True answer: ['m.05wh0sh'],  Labels: ['Vladimir Lenin']
INFO:root:	 At depth: 1
INFO:root:		Topic entity: m.05vz3zq
INFO:httpx:HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
INFO:root:		Relation scoring by LLM: [{'entity': 'm.05vz3zq', 'relation': 'government.governmental_jurisdiction.governing_officials', 'score': 0.4, 'head': True}, {'entity': 'm.05vz3zq', 'relation': 'organization.organization_founder.organizations_founded', 'score': 0.35, 'head': True}, {'entity': 'm.05vz3zq', 'relation': 'location.country.form_of_government', 'score': 0.25, 'head': True}]
INFO:root:		Relation Path of : {'entity': 'm.05vz3zq', 'relation': 'government.governmental_jurisdiction.governing_officials', 'score': 0.4, 'head': True}
INFO:root:			From embedding Space: 
INFO:root:				Entity_candidates: [('m.0c9_j12', 0.4), ('m.0cb_npm', 0.4), ('m.049x6zj', 0.4), ('m.02spb2', 0.003664327785372734), ('m.01xryw5', 0.0029093375429511074)]
INFO:root:			"Removing unNamed entities from list 
INFO:root:				"Entity Candidates: ['m.02spb2', 'm.01xryw5'] and Scores: [0.003664327785372734, 0.0029093375429511074]
INFO:root:				"Deleted Candidates: ['m.0c9_j12', 'm.0cb_npm', 'm.049x6zj'] and Scores: [0.4, 0.4, 0.4]
INFO:root:		Relation Path of : {'entity': 'm.05vz3zq', 'relation': 'organization.organization_founder.organizations_founded', 'score': 0.35, 'head': True}
INFO:root:			From embedding Space: 
INFO:root:				Entity_candidates: [('m.07t65', 0.35), ('m.013w27', 0.008413425832986831), ('m.0gyrf98', 0.007585429213941097), ('m.08q1tg', 0.004823105176910758), ('m.01rz1', 0.0007334915804676711)]
INFO:root:			"Removing unNamed entities from list 
INFO:root:				"Entity Candidates: ['m.07t65', 'm.013w27', 'm.0gyrf98', 'm.08q1tg', 'm.01rz1'] and Scores: [0.35, 0.008413425832986831, 0.007585429213941097, 0.004823105176910758, 0.0007334915804676711]
INFO:root:				"Deleted Candidates: [] and Scores: []
INFO:root:		Relation Path of : {'entity': 'm.05vz3zq', 'relation': 'location.country.form_of_government', 'score': 0.25, 'head': True}
INFO:root:			From embedding Space: 
INFO:root:				Entity_candidates: [('m.025tbxf', 0.25), ('m.0j729', 0.11628913879394531), ('m.06z5s', 0.060648903250694275), ('m.0j8hd', 0.012752626091241837), ('m.07wbk', 0.009642966091632843)]
INFO:root:			"Removing unNamed entities from list 
INFO:root:				"Entity Candidates: ['m.025tbxf', 'm.0j729', 'm.06z5s', 'm.0j8hd', 'm.07wbk'] and Scores: [0.25, 0.11628913879394531, 0.060648903250694275, 0.012752626091241837, 0.009642966091632843]
INFO:root:				"Deleted Candidates: [] and Scores: []
INFO:root:		"Total Entity Candidates: ['AFI Life Achievement Award', 'Book Edition', 'United Nations', 'Shanghai Cooperation Organisation', 'BRICS', 'traffic collision', 'Council of Europe', 'Socialist state', 'Federal republic', 'suicide', 'breast cancer', 'Republican Party'] and Scores: [0.003664327785372734, 0.0029093375429511074, 0.35, 0.008413425832986831, 0.007585429213941097, 0.004823105176910758, 0.0007334915804676711, 0.25, 0.11628913879394531, 0.060648903250694275, 0.012752626091241837, 0.009642966091632843]
INFO:root:		After entity pruning:
 					[('Soviet Union', 'organization.organization_founder.organizations_founded', 'United Nations'), ('Soviet Union', 'location.country.form_of_government', 'Socialist state'), ('Soviet Union', 'location.country.form_of_government', 'Federal republic'), ('Soviet Union', 'location.country.form_of_government', 'suicide'), ('Soviet Union', 'location.country.form_of_government', 'breast cancer')]
INFO:root:		 Cluster chain: [('Soviet Union', 'organization.organization_founder.organizations_founded', 'United Nations'), ('Soviet Union', 'location.country.form_of_government', 'Socialist state'), ('Soviet Union', 'location.country.form_of_government', 'Federal republic'), ('Soviet Union', 'location.country.form_of_government', 'suicide'), ('Soviet Union', 'location.country.form_of_government', 'breast cancer')]
INFO:httpx:HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
INFO:root:		 Reasoning: {No}. Based on the given knowledge triplets, there is no information about who was the first dictator of the Soviet Union. Therefore, additional knowledge is needed to answer this question.
INFO:root:depth 1 still not find the answer.
INFO:root:		Entity Pruning after adding the unNanme and rescoring:
INFO:root:		[('Soviet Union', 'government.governmental_jurisdiction.governing_officials', 'UnName_Entity'), ('Soviet Union', 'government.governmental_jurisdiction.governing_officials', 'UnName_Entity'), ('Soviet Union', 'government.governmental_jurisdiction.governing_officials', 'UnName_Entity'), ('Soviet Union', 'organization.organization_founder.organizations_founded', 'United Nations'), ('Soviet Union', 'location.country.form_of_government', 'Socialist state')]
INFO:root:		The new cluster of entities list is: [('Soviet Union', 'organization.organization_founder.organizations_founded', 'United Nations'), ('Soviet Union', 'location.country.form_of_government', 'Socialist state'), ('Soviet Union', 'location.country.form_of_government', 'Federal republic'), ('Soviet Union', 'location.country.form_of_government', 'suicide'), ('Soviet Union', 'location.country.form_of_government', 'breast cancer'), ('Soviet Union', 'government.governmental_jurisdiction.governing_officials', 'UnName_Entity'), ('Soviet Union', 'government.governmental_jurisdiction.governing_officials', 'UnName_Entity'), ('Soviet Union', 'government.governmental_jurisdiction.governing_officials', 'UnName_Entity'), ('Soviet Union', 'organization.organization_founder.organizations_founded', 'United Nations'), ('Soviet Union', 'location.country.form_of_government', 'Socialist state')]
INFO:root:	 At depth: 2
INFO:root:		Topic entity: m.0c9_j12
INFO:httpx:HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
INFO:root:		Relation scoring by LLM: [{'entity': 'm.0c9_j12', 'relation': 'government.government_position_held.jurisdiction_of_office', 'score': 0.4, 'head': True}, {'entity': 'm.0c9_j12', 'relation': 'government.government_position_held.office_holder', 'score': 0.4, 'head': True}, {'entity': 'm.0c9_j12', 'relation': 'government.government_position_held.from', 'score': 0.2, 'head': True}]
INFO:root:		Topic entity: m.0cb_npm
INFO:root:		Relation scoring by LLM: [{'entity': 'm.0cb_npm', 'relation': 'government.government_position_held.jurisdiction_of_office', 'score': 0.4, 'head': True}, {'entity': 'm.0cb_npm', 'relation': 'government.government_position_held.office_holder', 'score': 0.4, 'head': True}, {'entity': 'm.0cb_npm', 'relation': 'government.government_position_held.from', 'score': 0.2, 'head': True}]
INFO:root:		Topic entity: m.049x6zj
INFO:root:		Relation scoring by LLM: [{'entity': 'm.049x6zj', 'relation': 'government.government_position_held.jurisdiction_of_office', 'score': 0.4, 'head': True}, {'entity': 'm.049x6zj', 'relation': 'government.government_position_held.office_holder', 'score': 0.4, 'head': True}, {'entity': 'm.049x6zj', 'relation': 'government.government_position_held.from', 'score': 0.2, 'head': True}]
INFO:root:		Topic entity: m.07t65
INFO:httpx:HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
INFO:root:		Relation scoring by LLM: [{'entity': 'm.07t65', 'relation': 'organization.organization.founders', 'score': 0.5, 'head': True}, {'entity': 'm.07t65', 'relation': 'organization.organization.leadership', 'score': 0.4, 'head': True}, {'entity': 'm.07t65', 'relation': 'organization.organization.date_founded', 'score': 0.1, 'head': True}]
INFO:root:		Topic entity: m.025tbxf
INFO:root:		Relation scoring by LLM: [{'entity': 'm.025tbxf', 'relation': 'common.topic.notable_types', 'score': 1, 'head': True}, {'entity': 'm.025tbxf', 'relation': 'type.object.name', 'score': 1, 'head': True}, {'entity': 'm.025tbxf', 'relation': 'common.topic.notable_for', 'score': 1, 'head': True}]
INFO:root:		Relation Path of : {'entity': 'm.0c9_j12', 'relation': 'government.government_position_held.jurisdiction_of_office', 'score': 0.4, 'head': True}
INFO:root:			From embedding Space: 
INFO:root:				Entity_candidates: [('m.05vz3zq', 0.3999093294143677), ('m.07t21', 6.111383554525673e-05), ('m.0jgd', 9.889333887258546e-06), ('m.02j9z', 9.509028313914315e-06), ('m.06bnz', 7.473379810107872e-06)]
INFO:root:			"Removing unNamed entities from list 
INFO:root:				"Entity Candidates: ['m.05vz3zq', 'm.07t21', 'm.0jgd', 'm.02j9z', 'm.06bnz'] and Scores: [0.3999093294143677, 6.111383554525673e-05, 9.889333887258546e-06, 9.509028313914315e-06, 7.473379810107872e-06]
INFO:root:				"Deleted Candidates: [] and Scores: []
INFO:root:		Relation Path of : {'entity': 'm.0c9_j12', 'relation': 'government.government_position_held.office_holder', 'score': 0.4, 'head': True}
INFO:root:			From embedding Space: 
INFO:root:				Entity_candidates: [('m.06f32', 0.369525957107544), ('m.0cm2xh', 0.00876900777220726), ('m.081pw', 0.008208844810724258), ('m.02y0js', 0.0024624867364764214), ('m.02llzg', 0.0014584089629352094)]
INFO:root:			"Removing unNamed entities from list 
INFO:root:				"Entity Candidates: ['m.06f32', 'm.0cm2xh', 'm.081pw', 'm.02y0js', 'm.02llzg'] and Scores: [0.369525957107544, 0.00876900777220726, 0.008208844810724258, 0.0024624867364764214, 0.0014584089629352094]
INFO:root:				"Deleted Candidates: [] and Scores: []
INFO:root:		Relation Path of : {'entity': 'm.0c9_j12', 'relation': 'government.government_position_held.from', 'score': 0.2, 'head': True}
INFO:root:			From embedding Space: 
INFO:root:				Entity_candidates: []
INFO:root:			"Removing unNamed entities from list 
INFO:root:				"Entity Candidates: [] and Scores: []
INFO:root:				"Deleted Candidates: [] and Scores: []
INFO:root:		Relation Path of : {'entity': 'm.0cb_npm', 'relation': 'government.government_position_held.jurisdiction_of_office', 'score': 0.4, 'head': True}
INFO:root:			From embedding Space: 
INFO:root:				Entity_candidates: [('m.05vz3zq', 0.4), ('m.0jgd', 0.0011306844651699066), ('m.05cgv', 0.00010711043141782285), ('m.087vz', 4.458380863070488e-05), ('m.081pw', 2.610519586596638e-05)]
INFO:root:			"Removing unNamed entities from list 
INFO:root:				"Entity Candidates: ['m.05vz3zq', 'm.0jgd', 'm.05cgv', 'm.087vz', 'm.081pw'] and Scores: [0.4, 0.0011306844651699066, 0.00010711043141782285, 4.458380863070488e-05, 2.610519586596638e-05]
INFO:root:				"Deleted Candidates: [] and Scores: []
INFO:root:		Relation Path of : {'entity': 'm.0cb_npm', 'relation': 'government.government_position_held.office_holder', 'score': 0.4, 'head': True}
INFO:root:			From embedding Space: 
INFO:root:				Entity_candidates: [('m.05wh0sh', 0.4), ('m.0h25', 0.02242518961429596), ('m.081k8', 0.0010590236634016037), ('m.048cl', 0.0004982952028512955), ('m.027rn', 0.0004884900059551001)]
INFO:root:			"Removing unNamed entities from list 
INFO:root:				"Entity Candidates: ['m.05wh0sh', 'm.0h25', 'm.081k8', 'm.048cl', 'm.027rn'] and Scores: [0.4, 0.02242518961429596, 0.0010590236634016037, 0.0004982952028512955, 0.0004884900059551001]
INFO:root:				"Deleted Candidates: [] and Scores: []
INFO:root:		Relation Path of : {'entity': 'm.0cb_npm', 'relation': 'government.government_position_held.from', 'score': 0.2, 'head': True}
INFO:root:			From embedding Space: 
INFO:root:				Entity_candidates: []
INFO:root:			"Removing unNamed entities from list 
INFO:root:				"Entity Candidates: [] and Scores: []
INFO:root:				"Deleted Candidates: [] and Scores: []
INFO:root:		Relation Path of : {'entity': 'm.049x6zj', 'relation': 'government.government_position_held.jurisdiction_of_office', 'score': 0.4, 'head': True}
INFO:root:			From embedding Space: 
INFO:root:				Entity_candidates: [('m.05vz3zq', 0.4), ('m.0345h', 3.4735111853478887e-08), ('m.06pr6', 7.137544599800095e-09), ('m.06bnz', 5.534256075634403e-09), ('m.03spz', 1.0173052622519664e-09)]
INFO:root:			"Removing unNamed entities from list 
INFO:root:				"Entity Candidates: ['m.05vz3zq', 'm.0345h', 'm.06pr6', 'm.06bnz', 'm.03spz'] and Scores: [0.4, 3.4735111853478887e-08, 7.137544599800095e-09, 5.534256075634403e-09, 1.0173052622519664e-09]
INFO:root:				"Deleted Candidates: [] and Scores: []
INFO:root:		Relation Path of : {'entity': 'm.049x6zj', 'relation': 'government.government_position_held.office_holder', 'score': 0.4, 'head': True}
INFO:root:			From embedding Space: 
INFO:root:				Entity_candidates: [('m.05vz3zq', 0.16796114444732668), ('m.0d8xy', 0.14347912073135377), ('m.0d0vqn', 0.06886120438575745), ('m.06bnz', 0.009173134714365006), ('m.0d075m', 0.002397473528981209)]
INFO:root:			"Removing unNamed entities from list 
INFO:root:				"Entity Candidates: ['m.05vz3zq', 'm.0d8xy', 'm.0d0vqn', 'm.06bnz', 'm.0d075m'] and Scores: [0.16796114444732668, 0.14347912073135377, 0.06886120438575745, 0.009173134714365006, 0.002397473528981209]
INFO:root:				"Deleted Candidates: [] and Scores: []
